Filename,"General, Income Tax, and Uniform School Funds",State Government,Expenditures,Individuals & Businesses,Regulatory Impact
HB0251.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
SB0130.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation could result in a small reduction in the regulatory burden for Utah
residents or businesses."
SB0030.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.",
SB0205S01.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0359S03.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
General Fund
$0
$7,200
$7,200
General Fund, One-time
$0
$50,400
$0
Children's Legal Defense (GFR)
$0
$2,400
$300
Civil Fees Judges Retirement
Trust Fund
$0
$9,000
$1,100
Court Security Account (GFR)
$0
$18,100
$2,300
Dispute Resolution (GFR)
$0
$3,000
$400
Total Revenues
$0
$90,100
$11,300
This legislation could increase revenue to the following accounts beginning in FY 2023: General Fund
- $7,200 ongoing and $50,400 one-time, Court Security - $2,300 ongoing and $15,800 one-time,
Judicial Retirement - $1,100 ongoing and $7,900 one-time, Dispute Resolution - $400 ongoing and
$2,600 one-time, and Children's Legal Defense - $300 ongoing and $2,100 one-time.","FY 2022
FY 2023
FY 2024
General Fund
$0
$35,100
$35,100
General Fund, One-time
$0
$(31,600)
$(31,600)
Federal Funds, One-time
$79,000
$37,600
$0
Transfers
$79,000
$37,600
$0
Total Expenditures
$158,000
$78,700
$3,500
Enactment of this legislation could cost the Courts $3,500 ongoing from the General Fund beginning
in FY 2023 to process eviction expungement petitions and $31,600 ongoing from the General Fund
beginning in FY 2026 to process automatic eviction expungements. Processing eviction expungement
petitions from previous years and completing related technology system modifications could cost the
Courts $79,000 one-time in FY 2022 and $37,600 one-time in FY 2023, which could be paid for with
already-authorized federal Emergency Rental Assistance funds through the Department of Workforce
Services.
H.B. 359 3rd Sub. (Cherry)
2022/03/01 09:16, Lead Analyst: Clare Tobin Lence Attorney: JC1
FY 2022
FY 2023
FY 2024
Net All Funds
$(158,000)
$11,400
$7,800
Local Government
UCA 36-12-13(2)(c)
To the extent that a local government agency maintains eviction records, that agency would need
to monitor expunged evictions on the Courts' website and expunge those evictions from their own
records.","UCA 36-12-13(2)(c)
Individuals who choose to petition for expungement of an eviction record could pay a $150 filing fee,
expending $11,300 ongoing and $78,800 one-time in aggregate.","UCA 36-12-13(2)(d)
Enactment of this legislation could result in a small increase in the regulatory burden for Utah residents
or businesses."
HB0356S02.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation could cost local education agencies (LEAs) a total of approximately
$102,700 one-time and $121,000 ongoing beginning in FY 2023 for staff time related to the
evaluations. The cost to each LEA may vary depending on the number of head coaches they employ.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
SB0153.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
General Fund, One-time
$2,800
$8,400
$0
Qualified Patient Enterprise Fund
$7,700
$7,700
$0
Qualified Production Enterprise
Fund
$7,700
$7,700
$0
Other Financing Sources
$3,600
$10,800
$0
Total Expenditures
$21,800
$34,600
$0
Enactment of this legislation may cost $21,800 in FY 2022 and $34,600 in FY 2023. Specifically, this
legislation may cost from the General Fund for per diem and mileage for four meetings: (1) Senate
$800 in FY 2022 and $2,400 in FY 2023 for two Senators and (2) House $2,000 in FY 2022 and
$6,000 in FY 2023 for five Representatives. Additionally, all of the following staffing costs to support
the subcommittee can be absorbed by each entity: (1) $3,600 in FY 2022 and $10,800 in FY 2023
from the General Fund for the Office of Legislative Research and General Counsel, (2) $7,700 in FY
2022 and $7,700 in FY 2023 from the Qualified Production Enterprise Fund for the Department of
Agriculture, and (3) $7,700 in FY 2022 and $7,700 in FY 2023 from the Qualified Patient Enterprise
Fund for the Department of Health and Human Services.
FY 2022
FY 2023
FY 2024
Net All Funds
$(21,800)
$(34,600)
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.
S.B. 153
2022/02/08 17:00, Lead Analyst: Russell T. Frandsen Attorney: MC","UCA 36-12-13(2)(c)
nactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0415S01.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
General Fund
$0
$9,800
$9,800
Court Security Account (GFR)
$0
$200
$200
Total Revenues
$0
$10,000
$10,000
Enactment of this legislation could shift 20 cases of assaults on transit workers from class B
misdemeanors in justice courts to class A misdemeanors in district courts, resulting in an increase in
revenue of $9,800 to the General Fund and $200 to Court Security from the assessment of fines and
criminal surcharge fees in FY 2023 and FY 2024.","FY 2022
FY 2023
FY 2024
General Fund
$0
$8,400
$8,400
Total Expenditures
$0
$8,400
$8,400
Enactment of this legislation could increase personnel costs for the Courts by $8,400 from the General
Fund in FY 2023 and FY 2024 for case processing costs.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$1,600
$1,600
Local Government
UCA 36-12-13(2)(c)
Local governments could experience the following expenditure impacts in FY 2023 and FY 2024: a
$7,000 increase for prosecution and a $26,300 increase for public defense. This legislation could
reduce costs for justice courts an unknown amount from court processing costs and increase costs for
county jails by about $83/day/offender for incarceration costs. Enactment of this legislation could result
in a fine revenue increase of $400 in FY 2023 and FY 2024.","UCA 36-12-13(2)(c)
Individuals convicted of an offense against a transit worker could pay an additional $10,400 in
aggregate from fines and surcharge fees in FY 2023 and FY 2024.
H.B. 415 1st Sub. (Buff)
2022/03/02 17:47, Lead Analyst: Clare Tobin Lence Attorney: JR","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
SB0053.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
General Fund
$0
$1,370,400
$1,370,400
Court Security Account (GFR)
$0
$3,500
$3,500
Total Revenues
$0
$1,373,900
$1,373,900
Enactment of this bill could result in ongoing General Fund revenue of $1,370,400 from the
assessment of fines and criminal surcharge fees beginning in FY 2023. This could also result in a
$3,500 ongoing revenue increase to Court Security beginning in FY 2023.","FY 2022
FY 2023
FY 2024
General Fund
$0
$150,900
$150,900
Total Expenditures
$0
$150,900
$150,900
Enactment of this legislation could increase personnel costs to Courts by $150,900 ongoing beginning
in FY 2023 from the General Fund for case processing costs.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$1,223,000
$1,223,000
Local Government
UCA 36-12-13(2)(c)
Enactment of this bill could result in an ongoing fine revenue increase by an estimated $470,500
beginning in FY 2023. Local governments entities could experience the following estimated
expenditure impacts beginning in FY 2023: 1. Prosecutors - $4,130,600 increase; 2. Public Defense:
$8,779,000 increase; 3. Justice Courts: unknown costs; and 4. Jails: unknown increase at $83/day/
offender.","UCA 36-12-13(2)(c)
Individuals cited for violations could pay an aggregated $1,844,400 in fines and surcharge fees
beginning in FY 2023.
S.B. 53
2022/01/17 09:30, Lead Analyst: Alexander R. Wilson Attorney: KPG","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0374S05.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Education Fund, One-time
$0
$600
$0
Total Expenditures
$0
$600
$0
Enactment of this legislation may cost the State Board of Education $600 one-time from the Education
Fund in FY 2023 for staff time related to the report outlined in the bill. The agency indicated these
costs are absorbable.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$(600)
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0185.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Total Expenditures
$0
$0
$0
Enactment of this legislation likely will not materially impact state expenditures.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$0
$0
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct, measurable costs for local governments.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
HB0463.fn.pdf,,"UCA 36-12-13(2)(c)
Revenues
FY 2022
FY 2023
FY 2024
Total Revenues
$0
$0
$0
Enactment of this legislation likely will not materially impact state revenue.","FY 2022
FY 2023
FY 2024
Education Fund
$0
$159,700
$159,700
Total Expenditures
$0
$159,700
$159,700
Enactment of this legislation could cost the State Board of Education approximately $159,700 ongoing
from the Education Fund beginning in FY2023 to contract with or hire an attorney to serve as the
appeal ombudsman.
FY 2022
FY 2023
FY 2024
Net All Funds
$0
$(159,700)
$(159,700)
Local Government
UCA 36-12-13(2)(c)
Enactment of this legislation could increase costs for local education agencies to establish and
conduct appeals processes; the aggregate impact is unknown.","UCA 36-12-13(2)(c)
Enactment of this legislation likely will not result in direct expenditures from tax or fee changes for Utah
residents and businesses.","UCA 36-12-13(2)(d)
Enactment of this legislation likely will not change the regulatory burden for Utah residents or
businesses."
